SensorLocation,Type,Place,Activity
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Basin,PIR,Bathroom,Grooming
Basin,PIR,Bathroom,Grooming
Basin,PIR,Bathroom,Grooming
Basin,PIR,Bathroom,Grooming
Basin,PIR,Bathroom,Grooming
Basin,PIR,Bathroom,Grooming
Basin,PIR,Bathroom,Grooming
Basin,PIR,Bathroom,Grooming
Basin,PIR,Bathroom,Grooming
Basin,PIR,Bathroom,Grooming
Basin,PIR,Bathroom,Grooming
Basin,PIR,Bathroom,Grooming
Basin,PIR,Bathroom,Grooming
Basin,PIR,Bathroom,Grooming
Basin,PIR,Bathroom,Grooming
Basin,PIR,Bathroom,Grooming
Basin,PIR,Bathroom,Grooming
Basin,PIR,Bathroom,Grooming
Basin,PIR,Bathroom,Grooming
Basin,PIR,Bathroom,Grooming
Basin,PIR,Bathroom,Grooming
Maindoor,Magnetic,Entrance,Leaving
Maindoor,Magnetic,Entrance,Leaving
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
Seat,Pressure,Living,Spare_Time/TV
